3731 32
recentija_atr_funny_0 -0.036018796 -0.3500031 0.5956132 0.41173732 -0.28581914 -0.80586714 0.8396441 0.702209 0.25358286 0.12401944 0.35491356 -0.3711866 0.07203634 -0.7194612 -0.728367 -0.12181257 0.040155105 0.78734815 -0.3943823 -0.19855225 -0.09515041 0.6105946 0.14570704 -0.4708019 0.4128395 -0.19293608 -0.004508164 0.68918836 -0.31042254 0.12076596 -0.7764583 0.3278061
recentija_atr_useful_0 0.5263078 -0.6960094 0.7912248 0.550132 -0.16138296 -0.6086415 0.75583243 0.063545644 -0.023924628 0.053203613 0.59712625 -0.5431124 -0.18480512 -0.6636684 -0.72370666 -0.22930326 0.30396444 0.9663717 -0.33306277 -0.656581 -0.062818296 0.7919079 0.08328611 -0.11478223 0.2640687 -0.45477912 -0.3884615 0.26632956 -0.64367735 -0.00975783 -0.92698026 0.2383001
recentija_atr_stars_5 0.022931136 -0.18671848 1.0789396 0.4732166 -0.08695592 -0.81928235 1.04773 0.08284097 -0.356183 -0.011838059 0.31733403 -0.49061003 0.7385447 0.19928342 -0.9146803 -0.036886044 -0.5134068 1.1483734 -0.53350043 -0.043876417 -0.7030068 0.606399 0.48970175 -0.13296184 0.32374164 0.2321723 -0.16171221 0.5193295 -0.3146086 0.59721464 -0.18782938 0.2473041
recentija_atr_stars_4 0.04666808 -1.1798768 0.63304454 0.39550096 -0.6071709 0.13344543 0.66173255 0.9279195 0.7041919 -0.3476004 0.23823443 -0.40189058 -0.3268608 -0.7753035 0.13854672 -0.10058524 -0.50099146 0.9010246 -0.06521267 0.122975856 0.5857786 1.0712236 -0.14642435 -0.5057641 0.20680453 -0.5561443 0.09472665 0.36424705 0.3535818 -0.052007247 -0.8315328 0.78740495
recentija_atr_useful_1 -0.4034213 -0.03181514 0.2989272 -0.01646509 -0.030871797 -0.7860391 0.8787199 1.131435 0.16947143 0.34046897 -0.17392786 -0.29652593 0.48395142 -0.7763858 -0.8760474 -0.03131745 -0.9179117 0.83917075 0.21474034 0.67711 0.097171664 0.5791867 0.530297 -0.28520748 0.09684364 0.4669119 0.8701649 0.9027113 0.3863481 -0.15785283 -0.50691867 0.5739215
u_atribut_photos_0.0 -0.4333897 -0.741103 0.47796798 0.28285283 -0.09797574 -0.36112955 1.2839191 0.4844884 0.048914 0.6148437 0.36049077 -0.45619258 -0.51872575 0.9113506 -0.06938023 -0.3027014 -0.2528712 0.08122815 -0.48997813 0.16017829 0.03876295 0.8774841 0.5010971 0.41897458 -0.323699 0.5310838 -0.2275996 0.12354733 0.2265289 -0.84217966 -0.9345337 0.24520718
u_atribut_list_0.0 -0.3727483 -0.74857557 0.47847688 0.30291975 -0.09204127 -0.31292787 1.2438343 0.4737065 0.054085165 0.6260296 0.3938395 -0.45716283 -0.55165064 0.93115544 -0.07942337 -0.30724394 -0.24593902 0.057081502 -0.50490797 0.17397434 0.000279933 0.86127734 0.52194154 0.39656183 -0.3215166 0.5181325 -0.19943537 0.13283846 0.217437 -0.83606774 -0.97034985 0.25648424
u_atribut_profile_0.0 -0.43306354 -0.7551917 0.50592923 0.28395346 -0.12512983 -0.3304669 1.2770642 0.4646808 0.023379289 0.6274362 0.3764699 -0.45265618 -0.5521911 0.8903955 -0.035517536 -0.26571485 -0.23088439 0.10823846 -0.47425294 0.13040985 0.014354451 0.8794489 0.5061573 0.40731913 -0.34226793 0.5472578 -0.18927878 0.132761 0.23134044 -0.83610296 -0.90259695 0.22627363
u_atribut_cute_0.0 -0.34938893 -0.748232 0.47446847 0.3038809 -0.1137367 -0.32980052 1.2257522 0.46330464 0.03858261 0.63371813 0.3436037 -0.44437462 -0.53719676 0.9228058 -0.06235179 -0.30061385 -0.23639937 0.0861908 -0.48141074 0.14090846 0.02965494 0.8573047 0.5482869 0.42083377 -0.3103627 0.5547359 -0.21605827 0.12117555 0.28233173 -0.809935 -0.9298625 0.20706894
u_atribut_hot_0.0 -0.69623697 -0.9419506 0.47571027 0.26938123 -0.25163302 -0.6735809 1.6956055 0.24750626 0.043001674 0.79753643 0.61793953 -0.39762414 -0.73830193 0.61996555 -0.20292407 -0.5418178 -0.08848657 0.06648687 -0.07941646 0.30610833 -0.08446982 0.93917084 0.39797956 0.70075923 0.040221274 0.6875533 -0.5095274 0.101234496 0.04653883 -0.7355327 -0.764383 0.54777104
